catchment,water_body,description
Sơn La,Nậm Phát,"Nậm Phát là một con sông đổ ra Nậm Chi. Sông có chiều dài 21 km và diện tích lưu vực là 37 km². Nậm Phát chảy qua các tỉnh Sơn La, Lai Châu."
Sơn La,Nậm Pàn,"Nậm Pàn là một phụ lưu của sông Đà, chảy ở tỉnh Sơn La, Việt Nam."
Sơn La,Suối So Lo,"Phụ lưu số 70 (Suối So Lo) là một con sông đổ ra Sông Đà. Sông có chiều dài 21 km và diện tích lưu vực là 110 km². Phụ lưu số 70 (Suối So Lo) chảy qua các tỉnh Sơn La, Hoà Bình."
Sơn La,Nậm Sỏ (sông),"Nậm Sỏ là một phụ lưu của Nậm Mu trong lưu vục sông Đà. Sông có chiều dài 40 km và diện tích lưu vực là 294 km². Nậm Sỏ chảy ở huyện Tân Uyên, Lai Châu, Việt Nam."
Sơn La,Suối Muội (Mường Sại),"Suối Muội là một phụ lưu cấp 1 của sông Đà, chảy ở vùng xã Mường Sại huyện Quỳnh Nhai tỉnh Sơn La, Việt Nam."
Sơn La,Suối Muội (Thuận Châu),"Suối Muội là một suối chảy qua thị trấn Thuận Châu tỉnh Sơn La, Việt Nam"
Sơn La,Suối Sập (Phù Yên),"Suối Sập là một phụ lưu cấp 1 của sông Đà, chảy ở huyện Phù Yên và huyện Bắc Yên, tỉnh Sơn La, Việt Nam."
Sơn La,Suối Sập (Yên Châu),"Suối Sập hay Nậm Sập hay suối Bó Sập là một phụ lưu cấp 1 của sông Đà, chảy ở thị xã Mộc Châu và huyện Yên Châu, tỉnh Sơn La, Việt Nam."
Sơn La,Nậm Trai,"Nậm Trai hay suối Trai là một phụ lưu của Nậm Mu trong lưu vực sông Đà. Sông có chiều dài 36 km và diện tích lưu vực là 306 km². Nậm Trai chảy ở huyện Mù Cang Chải tỉnh Yên Bái và huyện Mường La tỉnh Sơn La, Việt Nam."
Thái Bình,Sông Diêm Hộ,"Sông Diêm Hộ, một con sông nhỏ thuộc hệ thống sông Hồng chảy trong tỉnh Thái Bình."
Thái Bình,Hệ thống sông Thái Bình,"Hệ thống sông Thái Bình là hệ thống các sông có hoạt động gắn với sông Thái Bình, gồm các phụ lưu và chi lưu của nó."
Thái Bình,Sông Hóa (Hải Phòng – Thái Bình),"Sông Hóa là một con sông nhỏ thuộc hệ thống sông Thái Bình, được đặt tên vào cuối thế kỷ XIX gồm hai sông cổ là sông Tranh (đoạn từ làng Tranh tới làng Tò và sông Tô là đoạn sông từ Tô Xuyên đến sông Ngải Am (nay là sông Thái Bình), chảy ở tỉnh Thái Bình và thành phố Hải Phòng.."
Thái Bình,Sông Hồng,"Sông Hồng (hay Hồng Hà, còn có các tên gọi khác là sông Cái, sông Cả, sông Thao, Nhị Hà, Nhĩ Hà ) là con sông có tổng chiều dài là 1.149 km bắt nguồn từ Vân Nam, Trung Quốc chảy qua miền Bắc Việt Nam và đổ ra vịnh Bắc Bộ, trên đất Việt Nam dài 556 km. Đây là dòng sông quan trọng của nền văn hóa lúa nước Việt Nam."
Thái Bình,Sông Kiến Giang (Thái Bình),Sông Kiến Giang là con sông đào gồm nhiều đoạn khác nhau ở khu vực nam Thái Bình.
Thái Bình,Sông Luộc,"Sông Luộc, xưa kia còn có tên chữ gọi là sông Hải Triều, sông Phổ Đà, Đà Lỗ, sông Lục Đức là một trong những con sông nối sông Hồng với sông Thái Bình."
Thái Bình,Sông Tiên Hưng,"Sông Tiên Hưng là sông lạch tự nhiên, nằm ở bắc tỉnh Thái Bình."
Thái Bình,Sông Bạch Đằng,"Sông Bạch Đằng là ranh giới giữa thành phố Hải Phòng và tỉnh Quảng Ninh ngày nay, gọi theo phiên âm chữ Nôm là Bạch Đằng Giang (白藤江). Từ Bạch (白) có nghĩa là trắng, từ Đằng (藤) có nghĩa là ""bụi cây quấn quýt"", tên Nôm là Dầng hay Rừng. Và ba từ ""Bạch Đằng Giang"", nghĩa là sông có ""rừng sóng bạc đầu"", mà gọi theo dân gian là sông Thần. Ngoài ra sông này còn có tên gọi khác thời Hậu Lê là Vân Cừ (澐渠), nghĩa là ""con sông nhỏ có sóng lớn"" hay ""nước chảy xoáy cuồn cuộn"", về sau là sông Thành Triền và ngày nay là sông Đá Bạc..."
Thái Bình,Sông Sa Lung (Thái Bình),"Sông Sa Lung nằm ở bắc Thái Bình, dài gần 40 km, khởi nguồn từ sông Luộc tại cống Đào Thành xã Canh Tân, huyện Hưng Hà, sang huyện Đông Hưng, và tại xã Đông Quan thì nối vào sông Hoài, rồi đổ vào sông Trà Lý."
Thái Bình,Sông Thái Bình,"Sông Thái Bình còn gọi là sông Hàm Giang hay sông Phú Lương là một con sông lớn trong hệ thống sông ở miền Bắc Việt Nam, cùng với hệ thống sông Hồng là 2 hệ thống sông chính của đồng bằng sông Hồng. Mặc dù tên sông trùng với tên tỉnh Thái Bình nhưng sông không chảy qua tỉnh này, nó chỉ chảy bên 2 xã An Tân và Thụy Trường thuộc huyện Thái Thụy, Thái Bình với chiều dài gần 5 km, là quá ngắn so với chiều dài qua các tỉnh Bắc Giang, Bắc Ninh, Hải Dương và Hải Phòng. Sông Thái Bình là tên gọi của hai đoạn sông chính trong hệ thống sông Thái Bình."
Thái Bình,Sông Trà Lý,"Sông Trà Lý là một phân lưu của sông Hồng chảy ngang qua tỉnh Thái Bình gần như theo hướng Tây Tây Bắc-Đông Đông Nam với một vài đoạn uốn cong, chiều dài khoảng 67 km. Đoạn chảy qua thành phố Thái Bình có tên là sông Bo gắn liền với giống ổi Bo nổi tiếng của xã Hoàng Diệu, thành phố Thái Bình."
Thái Nguyên,Sông Bậu,"Sông Bậu là một con sông đổ ra Sông Trung. Sông có chiều dài 36 km và diện tích lưu vực là 495 km². Sông Bậu chảy qua các tỉnh Thái Nguyên, Lạng Sơn."
Thái Nguyên,Sông Cầu,"Sông Cầu (còn gọi là sông Như Nguyệt, sông Phú Lương (Phú Lương Giang, 富良江), sông Thị Cầu, sông Nguyệt Đức hay mỹ danh dòng sông quan họ ), là con sông quan trọng nhất trong hệ thống sông Thái Bình, sông nằm lọt trong vùng Đông Bắc Việt Nam."
Thái Nguyên,Suối Cầu Đen,"Suối Cầu Đen là một con suối đổ ra Ngòi Phú Khê. Suối có chiều dài 15 km và diện tích lưu vực là 26 km². Suối Cầu Đen chảy qua các tỉnh Bắc Giang, Thái Nguyên."
Thái Nguyên,Suối Cầu Triền,"Suối Cầu Triền (tên khác: Ngòi Cái) là một con suối đổ ra Sông Công. Suối có chiều dài 14 km và diện tích lưu vực là 36 km². Suối Cầu Triền chảy qua các tỉnh Hà Nội, Thái Nguyên."
Thái Nguyên,Sông Chợ Chu,Sông Chợ Chu là một phụ lưu của sông Cầu tại tỉnh Thái Nguyên.
Thái Nguyên,Sông Công,Sông Công là một phụ lưu của sông Cầu.
Thái Nguyên,Suối Diên,"Suối Diên là một con suối đổ ra Sông Sỏi. Suối có chiều dài 18 km và diện tích lưu vực là 57 km². Suối Diên chảy qua các tỉnh Bắc Giang, Thái Nguyên."
Thái Nguyên,Sông Đu,"Sông Đu là một phụ lưu nằm tại hữu ngạn của sông Cầu ở miền bắc Việt Nam. Gần như toàn bộ lưu vực sông Đu nằm trên địa bàn ba huyện Định Hóa, Phú Lương và Đại Từ thuộc tỉnh Thái Nguyên. Hai nhánh chính của sông Đu hợp lưu tại thị trấn Đu thuộc huyện Phú Lương."
Thái Nguyên,Sông Linh Nham,"Sông Linh Nham là một phụ lưu nằm tại tả ngạn của sông Cầu ở miền bắc Việt Nam, chảy từ xã Khe Mo thuộc huyện Đồng Hỷ cho đến thành phố Thái Nguyên và hợp lưu với sông Cầu tại thành phố Thái Nguyên. Toàn bộ lưu vực sông Linh Nham nằm trên địa bàn huyện Đồng Hỷ, tỉnh Thái Nguyên. Hai nhánh chính của sông Linh Nham hợp lưu tại thị trấn Sông Cầu thuộc huyện Đồng Hỷ."
Thái Nguyên,Sông Máng,"Sông Máng là một sông nhân tạo tại Việt Nam. Sông được hình thành từ thời Pháp thuộc và có chiều dài 52 km. Sông Máng nối với sông Cầu tại khu vực gần thác Huống (đập Huống) tại khu vực trung tâm tỉnh Thái Nguyên và nối với sông Thương tại Bến Thôn thuộc khu vực tây bắc tỉnh Bắc Giang. Sông Máng là một hệ thống kênh dùng cho cả mục đích nông nghiệp và giao thông, phục vụ chủ yếu cho huyện Phú Bình (Thái Nguyên) và huyện Tân Yên (Bắc Giang), các kênh dẫn nhỏ của sông cũng phục vụ tưới tiêu cho nhiều khu vực khác trong tỉnh Bắc Giang. Trên sông có một hệ thống âu thuyền được xây dựng từ những năm 20 của thế kỉ 20 để đưa thuyền bè từ Bắc Giang và các tỉnh đồng bằng tới Thái Nguyên."
Thái Nguyên,Sông Nghinh Tường,Sông Nghinh Tường là một phụ lưu của sông Cầu thuộc tỉnh Thái Nguyên tại miền bắc Việt Nam.
Thái Nguyên,Ngòi Phú Khê,"Ngòi Phú Khê là một con sông đổ ra Sông Thương. Sông có chiều dài 34 km và diện tích lưu vực là 146 km². Ngòi Phú Khê chảy qua các tỉnh Bắc Giang, Thái Nguyên."
Thái Nguyên,Sông Sỏi,"Sông Sỏi là một phụ lưu của sông Thương chảy ở huyện Đồng Hỷ tỉnh Thái Nguyên và huyện Yên Thế tỉnh Bắc Giang, Việt Nam."
Thái Nguyên,Sông Trung,"Sông Trung hay sông Rong là phụ lưu của Sông Thương. Sông Trung chảy qua các tỉnh Thái Nguyên, Lạng Sơn."
Thái Nguyên,Sông Thượng Nung,"Sông Thượng Nung là phụ lưu của Sông Cầu, chảy ở tỉnh Thái Nguyên, Việt Nam."
Thanh Hóa,Sông Bưởi,"Sông Bưởi hay còn gọi là sông Sòi, phụ lưu của sông Mã."
Thanh Hóa,Sông Càn,"Sông Càn là một con sông nằm ở vùng giáp ranh giới hai tỉnh Ninh Bình và Thanh Hóa ở Việt Nam. Thực chất sông Càn là đoạn hạ lưu của bốn con sông khác trên thượng nguồn là: sông Tống, sông Hoạt, sông Tam Điệp và sông Bút. Đây là một con sông không lớn nhưng lại kết nối thông thủy với nhiều sông khác và nó trực tiếp đổ ra biển Đông tại cửa Lạch Càn. Tên gọi sông Càn dành cho đoạn hạ lưu, dòng chảy tính từ ngã ba sông Bút và sông Hoạt (Nga Điền, Nga Sơn ) ra tới cửa biển (Kim Hải, Kim Sơn )."
Thanh Hóa,Sông Cầu Chày,"Sông Cầu Chày, sông Ngọc Chùy,hay sông Chày là phụ lưu của sông Mã, thuộc tỉnh Thanh Hóa, Việt Nam.Sông Chày đã gắn liền với tuổi thơ của rất nhiều lứa tuổi,con Sông mang lại nhiều nguồn lợi thủy sản tự nhiên như Hến,Ốc,Cá.... Hai bên bờ đê được phù xa nhiều năm bồi đắp nên rất thích hợp cho trồng trọt và chăn nuôi,tận dụng lợi thế nên rất nhiều trang trại được xây dựng lên. Trải qua nhiều cuộc chiến tranh thì trên sông hiện tại vẫn còn nhiều vết tích bom mìn.Là một nhánh sông nhỏ chiều rộng lòng sông nhỏ nên mỗi khi có mưa bão về nước lên rất nhanh và trở nên rất nguy hiểm và đến những năm hiện tại đã có nhiều vụ đuối nước tại nạn rất thương tâm.."
Thanh Hóa,Sông Chu,"Sông Chu hay còn gọi là sông Lường (ngôn ngữ Tày, Thái gọi là Nậm Săm ; nguyên gốc gọi là sông Sủ, người Pháp viết thành Chu), là phụ lưu lớn nhất của sông Mã. Bắt nguồn từ một vùng núi tây bắc Sầm Nưa ở Lào, chảy theo hướng tây bắc - đông nam, đổ vào bờ phải sông Mã ở Ngã Ba Giàng (Ngã Ba Đầu, Ngã Ba Bông), cách cửa sông 25,5 km. Dài 325 km, phần chảy ở Việt Nam là 159 km, đầu sông thuộc xã Thông Thụ, Quế Phong (Nghệ An); cuối sông thuộc xã Thiệu Thịnh, Thiệu Hóa (Thanh Hóa). Diện tích lưu vực 7.580 km², phần ở Việt Nam 3.010 km²; cao trung bình 790 m, độ dốc trung bình 18,3%; mật độ sông suối 0,98 km/km². Tổng lượng nước 4,72 km³ ứng với lưu lượng trung bình năm 148 m³/s và môđun dòng chảy năm 18,2 l/s.km². Tại Mường Hinh, lưu lượng trung bình năm 91 m³/s ứng với môđun dòng chảy năm 17,1 l/s.km². Trên Bái Thượng, lòng sông hẹp và nhiều thác ghềnh, đá ngầm, đá nổi, vận chuyển trên sông chủ yếu bằng bè, mảng; từ Bái Thượng thuyền độc mộc mới qua lại được nhưng cũng rất khó khăn vì còn nhiều đá ngầm. Tàu thuyền chỉ đi lại được ở hạ lưu khoảng 96 km (đoạn Ngã Ba Đầu-Bản Don)."
Thanh Hóa,Nậm Khuê,"Nậm Khuê (tên khác: Nậm Sung) là một con sông đổ ra Sông Chu. Sông có chiều dài 23 km và diện tích lưu vực là 89 km². Nậm Khuê chảy qua các tỉnh Nghệ An, Thanh Hoá."
Thanh Hóa,Kênh Nhà Lê,"Kênh Nhà Lê là hệ thống kênh đào cổ được hình thành từ thời Vua Lê Đại Hành để kết nối giao thông thủy từ kinh đô Hoa Lư tới Đèo Ngang - biên giới giữa Đại Cồ Việt với Chăm Pa nhằm mục đích vận tải quân lương, mở rộng lãnh thổ về phía Nam và phát triển kinh tế nông nghiệp nước nhà. Tuyến kênh nhà Lê gồm nhiều kênh đào mới hoặc khơi vét từ các sông tự nhiên mà các triều đại phong kiến nhà Tiền Lê, Hậu Lê, nhà Nguyễn và trong kháng chiến chống Mỹ đã sử dụng với mục đích giao thông, quân sự và phát triển nông nghiệp. Kênh Nhà Lê là tuyến đường thủy đầu tiên trong lịch sử Việt Nam và được coi là tuyến đường mòn Hồ Chí Minh trên sông vì những đóng góp cho các cuộc chiến tranh chống xâm lược của người Việt. Hiện nay còn ít nhất 6 sông mang tên sông Nhà Lê ở cả 4 tỉnh Ninh Bình, Thanh Hóa, Nghệ An và Hà Tĩnh. Các sông Nhà Lê này vẫn được nối thông thủy với nhau và với nhiều sông tự nhiên khác. Nhiều đoạn sông Nhà Lê hiện nay được công nhận là tuyến đường thủy quốc gia và Kênh Nhà Lê tại Nghệ An được xếp hạng di tích quốc gia."
Thanh Hóa,Khe Ang,"Khe Ang (tên khác: Suối Sao) là một con sông đổ ra Sông Hiếu. Sông có chiều dài 27 km và diện tích lưu vực là 90 km². Khe Ang chảy qua các tỉnh Nghệ An, Thanh Hoá."
Thanh Hóa,Suối Làng Chôi,"Suối Làng Chôi là một con suối đổ ra Sông Sào. Suối Làng Chôi chảy qua các tỉnh Nghệ An, Thanh Hoá."
Thanh Hóa,Sông Lèn,Sông Lèn là phân lưu phía Bắc của Sông Mã tại tỉnh Thanh Hóa.
Thanh Hóa,Sông Mỏ Đá,"Sông Mỏ Đá là một con sông đổ ra Sông Hoàng Mai. Sông có chiều dài 11 km và diện tích lưu vực là km². Sông Mỏ Đá chảy qua các tỉnh Thanh Hóa, Nghệ An. Sông Mỏ Đá thực chất là một đoạn của tuyến sông Nhà Lê được đào từ thời vua Lê Đại Hành."
Thanh Hóa,Sông Mã,"Sông Mã là một con sông của Việt Nam và Lào có chiều dài 512 km, trong đó phần trên lãnh thổ Việt Nam dài 410 km và phần trên lãnh thổ Lào dài 102 km. Lưu vực của sông Mã rộng 28.400 km², phần ở Việt Nam rộng 17.600 km², cao trung bình 762 m, độ dốc trung bình 17,6%, mật độ sông suối toàn lưu vực 0,66 km/ km². Lưu lượng nước trung bình năm 121 m³ / s tại Xã Là và 341 m³ /s tại Cẩm Thủy. Sông Mã chủ yếu chảy giữa vùng rừng núi và trung du. Phù sa sông Mã là nguồn chủ yếu tạo nên đồng bằng Thanh Hóa lớn thứ 3 ở Việt Nam."
Thanh Hóa,Sông Ngang,"Sông Ngang (tên khác: Suối Sát) là một con sông đổ ra Sông Bưởi. Sông có chiều dài 20 km và diện tích lưu vực là 89 km². Sông Ngang chảy qua các tỉnh Hoà Bình, Thanh Hoá."
Thanh Hóa,Sông Sào,"Sông Sào, tên khác: Suối Tơ Long, Suối Mây Lu, là một con sông đổ ra Sông Hiếu. Sông Sào chảy qua các tỉnh Nghệ An, Thanh Hoá."
Thanh Hóa,Sông Âm,"Sông Âm là một phụ lưu cấp 1 của sông Chu, phụ lưu cấp 2 của sông Mã, chảy ở tỉnh Thanh Hóa, Việt Nam."
Thanh Hóa,Sông Khao,"Sông Khao là một phụ lưu cấp 1 của sông Chu, phụ lưu cấp 2 của sông Mã, chảy ở tỉnh Thanh Hóa, Việt Nam."
Thanh Hóa,Sông Lò,"Sông Lò là một phụ lưu cấp 1 của sông Mã, chảy từ tỉnh Huaphanh CHDCND Lào sang huyện Quan Sơn và Quan Hóa tỉnh Thanh Hóa, Việt Nam."
Thanh Hóa,Sông Luồng,"Sông Luồng là một phụ lưu cấp 1 của sông Mã, chảy từ tỉnh Huaphanh CHDCND Lào sang huyện Quan Sơn và Quan Hóa tỉnh Thanh Hóa, Việt Nam."
Thanh Hóa,Sông Thị Long,"Sông Thị Long là một con sông đổ ra Sông Yên. Sông có chiều dài 62 km và diện tích lưu vực là 293 km². Sông Thị Long chảy qua các tỉnh Thanh Hoá, Nghệ An. Một đoạn sông Thị Long từ thế kỷ X được Vua Lê Đại Hành khơi thông để nối với nhiều tuyến sông khác tạo thành kênh Nhà Lê phục vụ mục đích chở quân lương từ kinh đô Hoa Lư tới Đèo Ngang. Ngày nay sông Nhà Lê được xem là tuyến đường Hồ Chí Minh trên sông ở Việt Nam."
Thanh Hóa,Suối Tong,"Suối Tong (tên khác: suối Chai) là một con suối đổ ra Sông Hiếu. Suối có chiều dài 15 km và diện tích lưu vực là 30 km². Suối Tong chảy qua các tỉnh Nghệ An, Thanh Hoá."
Thanh Hóa,Sông Yên (Thanh Hóa),"Sông Yên (còn gọi là sông Mực, sông Chuối có nhánh được gọi là sông Nhà Lê ) là một trong những dòng sông ở Thanh Hóa, Việt Nam. Sông bắt nguồn từ Bình Lương ( huyện Như Xuân ) chảy qua các huyện Như Thanh, Nông Cống, Quảng Xương, thị xã Nghi Sơn và đổ ra Biển Đông tại cửa Lạch Ghép ở giữa huyện Quảng Xương và thị xã Nghi Sơn. Sông dài 94,2 km, trong đó có 50 km chảy qua vùng rừng, núi và hơn 40 km chảy qua vùng đồng bằng. Diện tích lưu vực sông Yên là 1.996 km² (đồng bằng và bán sơn địa chiếm 49,5%, diện tích rừng núi chiếm 45,2%). Tổng lượng dòng chảy của sông Yên vào mùa lũ là 961×10 6 m³, vào mùa kiệt là 185×10 6 m³."
